gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,58,0,2,1,2,2,2,0,2,2,0,0,3,28.97,1575.21,1
1,0,0,0,16,1,2,1,2,2,2,0,1,0,0,1,0,55.15,930.69,1
1,0,0,0,68,0,0,0,2,0,0,0,2,2,2,1,3,86.92,5967.16,0
0,0,0,1,37,1,0,1,0,2,0,2,0,1,0,1,1,103.65,3844.78,1
1,0,0,0,38,1,0,0,2,2,0,2,1,0,1,1,1,81.3,3115.79,0
0,0,1,1,58,1,0,2,2,1,1,0,0,0,0,1,2,74.62,4344.79,1
0,0,0,0,2,1,0,2,0,1,0,1,1,0,0,1,3,56.19,85.66,0
0,0,1,1,46,1,2,2,1,2,2,1,2,1,0,0,1,95.79,4407.07,1
0,0,1,0,50,1,2,2,1,2,0,0,2,0,1,1,1,76.65,4019.26,1
1,1,1,0,58,1,1,0,1,0,0,0,1,0,0,1,1,73.04,4326.11,1
0,0,0,0,56,1,0,1,0,1,0,0,0,2,2,0,2,100.67,5570.06,1
0,0,1,1,39,1,2,0,0,0,2,0,2,1,0,1,0,106.11,4189.54,1
0,0,1,0,16,1,2,1,2,0,1,0,0,2,0,0,2,91.46,1521.78,0
1,0,1,0,41,1,0,1,2,0,2,2,2,2,1,1,3,74.64,3193.39,0
0,0,1,0,8,1,2,2,1,2,2,0,2,0,1,0,2,84.29,761.65,0
0,0,0,0,29,1,0,2,0,2,0,0,2,1,1,1,0,108.21,3124.19,0
0,0,0,0,43,1,0,2,0,0,2,2,0,2,2,1,2,36.3,1607.75,0
0,0,1,0,7,1,0,2,0,2,2,0,2,1,2,0,0,48.54,366.07,0
1,0,1,0,55,1,0,0,2,0,0,0,2,2,2,0,2,21.66,1185.31,0
0,1,0,0,47,1,2,0,2,0,0,0,2,1,0,1,1,33.11,1815.36,0
1,0,0,1,58,0,0,1,0,1,0,0,0,1,0,0,3,77.38,4389.23,0
0,0,1,0,9,1,0,1,2,2,0,0,0,0,0,0,3,117.42,1127.94,1
1,0,1,0,19,0,0,1,0,2,0,0,0,0,1,0,2,89.68,1816.86,0
1,0,1,0,41,1,2,1,1,1,0,1,2,1,1,0,2,29.55,1262.72,0
0,0,1,0,16,1,1,1,2,0,2,0,0,2,2,0,0,51.05,993.45,0
1,0,1,1,58,0,2,0,1,0,0,2,2,0,0,0,3,70.54,4033.84,1
0,0,0,0,26,0,2,1,0,1,1,1,2,0,0,0,0,94.62,2405.93,1
1,0,1,0,53,0,2,0,2,1,2,2,2,1,0,1,2,100.86,5319.45,1
0,0,1,1,31,1,0,1,2,0,0,1,1,1,0,0,0,108.53,3365.23,1
1,1,1,0,13,1,0,1,1,1,1,0,0,2,0,1,1,49.83,779.75,1
1,0,1,0,13,1,2,0,1,1,2,0,1,0,0,1,0,65.0,720.17,0
0,0,0,0,21,1,0,1,0,0,0,0,2,2,0,0,3,50.45,1175.25,0
1,0,1,0,59,1,2,0,2,0,1,0,1,2,2,1,2,114.61,6660.11,0
0,0,1,0,43,0,2,1,2,2,2,2,1,1,2,0,2,107.14,4562.53,0
0,0,1,1,56,1,2,0,2,2,0,2,2,0,2,1,3,23.08,1251.44,0
0,0,1,0,19,1,2,2,0,1,0,2,0,0,2,0,2,57.86,1042.18,0
0,0,0,0,69,1,2,2,1,2,1,0,1,0,1,1,1,108.95,7487.88,0
0,0,1,1,55,1,0,1,0,0,2,0,1,0,0,1,1,70.58,3947.62,0
0,0,0,0,7,1,2,2,0,0,2,2,1,1,0,0,3,71.58,558.06,1
1,0,1,0,3,1,0,2,2,1,1,0,0,1,0,1,1,73.01,297.62,1
0,0,0,0,11,1,0,0,2,0,0,0,0,0,1,0,2,93.9,1018.49,1
1,0,1,0,61,1,2,2,0,0,2,0,0,2,0,1,2,51.9,3227.63,0
0,0,1,0,37,1,2,1,2,2,2,1,0,1,0,1,1,98.48,3354.74,0
0,0,0,0,26,1,1,0,1,1,0,1,2,0,2,0,3,90.79,2409.41,0
1,0,0,1,60,1,0,2,1,1,0,0,1,2,1,1,2,99.01,6043.87,0
0,0,1,0,34,1,0,0,1,0,2,0,0,2,0,1,3,39.03,1382.08,0
0,0,1,1,26,1,0,2,2,0,1,1,0,0,0,1,3,77.67,1972.87,0
0,0,0,0,15,1,0,1,1,1,1,2,2,0,0,0,3,19.71,464.33,1
1,1,1,1,2,1,2,0,0,0,0,0,2,0,2,0,2,56.59,59.08,0
0,0,0,0,43,1,2,1,0,1,0,1,2,2,0,0,1,114.76,4868.69,1
0,0,1,0,60,1,0,1,2,2,1,1,0,2,0,0,2,59.16,3473.63,0
1,0,1,0,18,1,0,0,2,0,1,0,0,1,0,1,2,57.75,1168.54,0
1,0,0,0,61,1,2,2,0,2,1,0,0,0,1,0,2,34.46,2144.4,0
1,1,0,0,22,1,1,1,2,0,2,0,1,2,0,1,2,79.04,1786.5,1
0,0,1,0,19,1,0,0,0,0,2,0,0,2,0,0,1,49.0,841.55,0
1,1,1,1,47,1,0,0,2,2,0,0,0,0,1,1,2,57.62,2580.44,0
0,0,1,0,43,1,0,1,1,0,1,0,0,0,1,1,3,31.92,1656.49,0
0,0,1,0,14,1,2,1,0,0,2,0,0,0,0,1,3,117.16,1664.34,0
0,0,0,0,38,1,0,1,1,2,0,2,2,2,2,1,0,34.74,1450.87,0
1,0,1,0,33,1,1,1,2,2,2,1,2,2,0,0,1,106.46,3648.81,0
0,0,0,0,36,1,0,1,1,2,0,0,0,1,2,0,1,29.23,978.58,0
1,1,1,0,18,1,1,0,0,0,1,0,2,2,0,1,1,54.52,876.15,1
0,1,1,0,37,1,2,0,0,2,2,1,2,0,1,0,1,105.61,3967.17,1
1,0,1,0,64,0,2,0,0,1,2,1,2,0,0,1,1,30.48,1967.31,0
1,0,1,0,34,1,0,1,2,2,0,0,2,0,0,1,2,96.65,3208.03,0
1,0,1,1,27,1,0,2,0,0,2,1,1,0,0,1,1,65.12,1725.08,0
0,0,1,0,45,1,2,0,2,0,0,0,2,1,2,0,3,19.9,926.24,0
0,0,1,0,43,1,2,0,0,0,0,2,2,0,2,1,1,95.28,4172.25,0
1,0,0,1,17,1,0,2,0,2,0,1,0,0,2,1,0,114.85,1972.23,0
1,0,1,0,4,1,2,1,2,1,0,1,0,2,0,0,2,68.32,360.9,1
0,1,0,0,54,1,0,0,0,0,0,0,1,0,0,1,1,96.43,5179.14,1
0,0,0,0,71,1,2,1,0,0,2,2,2,2,1,0,2,96.05,6748.58,0
0,0,0,1,57,1,2,2,1,0,0,0,1,0,0,1,0,64.05,3809.74,1
1,0,1,0,24,0,0,1,0,0,0,1,0,1,2,1,3,101.53,2480.62,1
1,0,1,0,53,1,0,1,0,0,1,1,1,1,2,0,2,58.34,3004.11,0
1,0,0,0,20,1,1,0,0,0,1,2,2,0,0,1,0,92.17,1848.05,0
1,0,0,0,46,1,0,0,1,2,0,0,1,2,1,1,1,109.77,5006.69,0
1,0,0,1,5,0,2,1,2,1,2,1,0,0,2,0,1,88.52,626.12,0
1,0,0,0,62,1,2,2,2,2,2,1,0,0,0,1,3,97.9,6135.42,0
1,0,1,0,47,1,0,1,1,0,0,0,2,1,0,0,2,82.36,3831.36,0
0,1,1,1,49,1,2,1,2,0,0,0,2,2,0,0,2,115.74,5441.75,1
0,0,1,0,64,1,2,0,0,0,2,2,1,1,2,0,2,76.59,4933.42,0
1,0,0,0,65,1,0,2,2,2,0,2,1,2,0,0,2,68.21,4323.41,1
0,0,1,1,31,1,0,0,2,0,2,0,1,0,2,0,2,105.56,3216.48,0
1,0,1,0,33,1,0,2,0,2,0,0,2,2,0,1,3,63.09,2128.28,1
0,0,0,1,59,1,2,0,2,2,0,0,1,2,1,1,0,40.54,2750.41,1
1,0,0,1,69,1,0,0,2,2,2,1,2,1,0,0,1,109.69,7467.72,1
1,0,1,1,1,1,2,0,1,1,0,2,1,0,0,0,1,82.2,82.2,1
0,0,1,0,37,1,2,0,2,1,0,0,1,0,0,1,2,101.68,3799.21,0
1,0,0,0,64,1,2,0,2,1,1,0,1,2,1,1,3,93.31,5925.65,1
0,0,1,0,29,1,0,1,0,0,2,0,1,2,0,1,0,102.24,2876.44,0
0,0,1,0,37,1,0,1,2,2,2,2,2,1,0,0,1,78.45,2953.94,1
1,0,0,0,62,1,1,0,0,2,2,1,0,0,0,0,3,104.22,6551.74,0
0,0,1,0,54,1,2,2,0,2,1,1,2,0,0,0,1,72.59,3842.59,1
1,0,1,0,44,1,2,1,0,0,1,0,2,0,1,1,2,56.76,2438.42,0
1,0,1,0,52,1,0,0,0,0,0,1,2,0,1,0,2,67.76,3662.12,0
1,0,1,0,49,1,0,0,2,0,1,0,0,2,0,0,1,41.71,1901.98,0
1,0,0,0,55,0,2,0,0,0,2,0,0,2,0,1,3,49.06,2581.42,0
1,0,0,1,6,1,2,1,1,0,0,0,1,2,0,1,3,25.14,496.98,1
0,0,1,1,33,1,0,0,0,0,0,0,2,2,0,1,0,108.88,3703.76,0
0,0,1,0,9,1,2,1,2,2,2,1,0,2,1,0,1,113.97,1051.17,0
1,0,0,0,21,0,0,1,0,2,0,1,2,2,1,1,0,76.31,1475.11,0
0,0,0,0,67,1,0,1,1,0,2,1,2,0,0,0,2,94.85,6346.94,1
0,0,1,1,71,1,0,2,2,1,2,0,0,0,1,1,2,116.22,8040.65,0
1,0,1,1,5,1,2,1,0,2,0,0,2,0,0,1,1,19.55,133.89,1
1,0,1,0,13,1,2,1,1,0,0,0,0,0,0,0,0,54.3,672.63,0
1,0,1,0,12,1,0,2,1,1,2,2,2,1,2,0,0,38.23,658.99,0
1,0,0,0,2,1,1,0,0,2,0,0,2,1,0,0,3,55.61,148.34,1
1,0,1,0,46,1,2,1,2,0,1,2,0,1,2,1,1,30.39,1501.36,0
1,0,1,0,24,1,1,2,2,2,1,0,2,2,0,0,3,111.14,2702.41,0
1,0,0,0,2,1,2,0,0,1,1,0,0,0,0,0,1,97.66,130.94,1
0,0,1,1,68,1,0,1,0,0,2,2,1,2,1,1,0,101.64,6973.5,0
0,0,0,0,33,1,0,1,2,2,0,1,0,0,0,1,0,85.52,2966.97,0
0,0,0,1,6,1,2,1,1,0,0,1,1,2,0,1,2,77.3,333.26,0
0,0,0,0,61,1,0,1,2,1,1,0,1,0,0,1,1,72.07,4558.53,1
1,0,1,0,65,1,0,1,0,2,2,0,2,2,0,1,1,48.96,3282.63,1
1,0,0,0,60,1,0,0,0,0,1,1,0,0,0,1,2,107.93,6441.08,0
1,0,1,0,22,1,1,0,2,2,2,2,2,2,2,0,3,41.56,738.04,0
1,0,1,0,68,1,0,1,0,1,2,0,2,2,0,1,0,89.24,6122.68,1
0,0,0,0,17,0,0,0,0,2,2,1,1,0,0,1,2,31.0,408.53,0
1,0,1,0,11,1,2,2,2,0,0,2,0,2,2,1,2,38.07,440.16,0
0,0,1,0,39,1,2,2,1,2,0,0,0,1,0,0,3,46.83,1787.66,0
1,0,1,0,37,1,0,1,2,2,0,1,2,0,1,0,3,43.06,1617.35,0
0,0,0,1,31,1,2,1,0,0,0,1,2,1,0,0,2,26.22,856.86,1
1,0,1,1,35,1,0,0,2,0,0,0,0,0,0,1,2,93.96,3287.29,0
0,1,0,1,53,1,0,1,1,1,1,0,0,2,0,1,3,114.62,6131.68,1
1,0,0,0,5,1,0,0,2,0,1,0,0,0,0,1,2,37.58,275.42,1
1,0,0,1,37,1,2,2,2,2,1,0,0,0,0,1,2,116.63,4310.23,1
0,0,0,0,55,1,0,2,2,2,2,1,2,0,0,0,1,90.81,5044.84,0
0,1,0,1,15,1,1,0,2,0,2,0,1,2,1,1,3,64.47,1092.09,0
1,0,0,1,34,1,0,1,2,2,1,2,1,2,0,1,2,48.49,1638.35,0
0,0,1,1,31,1,0,2,1,2,2,0,0,0,0,0,1,74.61,2303.7,0
0,0,0,0,30,1,2,1,2,0,0,1,2,2,1,1,2,19.03,434.43,0
0,0,0,1,72,1,2,1,0,0,2,0,1,2,0,0,1,76.73,5488.36,1
0,0,0,0,35,1,2,0,0,0,2,0,0,0,2,1,2,97.57,3397.42,1
0,0,0,0,31,1,2,1,0,1,0,0,1,2,1,1,2,73.23,2283.68,0
1,0,0,0,41,1,2,1,1,1,2,0,0,1,0,0,2,41.96,1737.09,1
0,1,1,0,49,1,2,2,0,1,2,0,1,2,0,1,2,71.28,3493.67,1
0,0,1,1,43,1,0,0,1,2,2,2,1,1,0,1,1,98.1,4299.39,0
0,0,0,0,40,1,0,2,0,2,0,0,2,2,2,1,3,63.96,2588.22,0
0,0,1,1,50,1,0,0,2,0,2,0,0,0,0,1,2,34.5,1733.05,0
0,0,0,0,4,1,2,1,0,0,2,1,1,0,0,0,3,101.95,337.54,1
0,0,0,1,72,1,0,0,0,2,0,1,2,1,0,1,2,27.89,1951.17,0
1,0,1,0,49,1,2,0,0,0,2,0,0,2,0,0,0,22.31,1326.05,1
1,0,1,0,33,1,0,1,1,0,0,0,1,2,2,0,0,84.84,2905.96,0
0,0,1,0,45,1,1,0,0,0,1,1,2,0,2,0,0,33.92,1336.43,0
0,0,0,0,57,1,0,0,2,0,1,0,2,0,0,1,2,96.83,5398.09,0
0,0,1,0,27,1,2,0,0,1,1,2,0,2,0,1,0,78.7,2029.25,1
1,0,0,0,51,1,0,1,0,1,1,1,0,2,2,1,1,79.44,4008.43,0
0,0,1,0,29,1,2,1,0,2,2,0,2,2,2,1,0,52.33,1572.49,0
1,0,1,0,66,1,2,1,2,0,0,0,0,2,1,1,2,103.51,6693.46,0
0,0,1,0,22,0,1,1,0,2,1,1,2,2,0,0,2,105.59,2418.24,1
0,0,0,0,1,1,0,2,1,0,2,2,0,1,0,0,1,67.1,205.86,0
1,0,0,0,28,1,0,1,0,1,0,2,0,0,0,1,2,30.35,856.65,0
1,1,0,1,38,1,2,2,0,2,2,0,0,2,1,0,2,29.59,1124.77,0
1,0,0,0,18,1,1,2,2,1,1,0,1,2,2,1,3,100.49,1628.6,0
0,0,0,1,17,1,2,0,0,2,0,0,2,0,0,1,0,78.72,1409.14,0
0,0,0,1,6,1,0,1,0,0,2,1,2,2,2,1,0,43.69,257.9,0
0,0,0,0,9,1,0,2,0,1,2,2,2,2,2,1,3,83.82,875.4,0
0,0,1,1,69,1,1,2,0,1,1,0,2,0,1,1,1,24.61,1715.92,0
1,0,1,0,60,1,2,1,1,2,2,0,0,2,1,0,1,93.46,5615.79,1
0,0,1,1,29,1,0,0,0,2,0,1,1,1,0,1,2,79.25,2181.56,1
0,0,0,1,50,1,0,1,0,0,0,2,2,2,0,0,0,109.65,5468.0,1
1,1,1,1,56,1,0,1,1,0,0,0,0,0,0,0,1,113.1,6271.03,0
1,0,0,0,2,1,0,0,0,0,0,2,2,0,0,0,3,113.07,350.91,1
1,0,0,0,40,1,2,2,0,1,0,0,2,0,0,0,2,111.35,4358.69,1
0,1,0,0,42,1,0,2,0,0,2,2,0,0,0,1,1,97.21,3978.18,1
0,0,0,0,48,1,0,0,1,0,1,0,2,0,0,1,1,85.39,4172.55,0
1,0,1,1,19,1,0,2,0,2,1,0,2,2,0,1,3,46.38,900.84,1
1,0,1,0,14,1,0,0,2,0,2,2,1,2,0,0,2,78.52,934.23,0
0,0,1,0,53,1,2,0,0,2,0,1,0,0,2,1,2,32.01,1574.37,0
0,0,1,1,3,1,0,2,2,0,2,0,2,0,2,1,3,62.48,304.72,0
1,0,1,0,45,1,2,1,0,1,1,0,2,0,2,0,2,95.72,4188.0,0
0,0,1,1,68,1,0,1,2,0,0,0,0,2,0,1,2,40.37,2812.09,1
1,0,1,0,61,1,2,0,0,0,0,0,0,0,2,0,2,38.25,2375.42,0
1,0,1,1,6,1,0,0,1,2,0,1,0,0,0,1,2,59.07,355.68,1
0,0,0,0,62,1,1,1,0,2,1,1,0,2,1,1,2,61.0,3622.08,0
0,0,1,0,60,1,0,0,2,2,2,1,0,2,1,1,1,94.56,5613.84,0
1,0,1,0,50,0,0,2,0,2,0,0,0,1,1,1,0,39.08,2008.29,0
1,0,1,0,12,1,2,1,1,2,0,0,1,2,2,1,2,107.88,1289.35,0
0,0,1,0,65,1,0,1,1,0,2,0,2,2,0,1,1,110.74,7089.8,1
1,0,1,0,14,1,0,2,0,2,0,0,0,2,0,0,3,69.61,1010.73,0
0,0,0,0,20,1,0,1,0,1,1,0,2,0,2,1,0,74.91,1555.72,0
0,0,1,0,19,1,2,2,1,0,0,1,1,2,1,0,1,71.89,1296.35,1
0,0,0,1,33,1,0,0,0,0,1,1,2,0,1,0,1,94.76,2953.48,0
0,0,1,0,21,1,2,2,2,2,0,2,0,2,2,0,1,19.17,327.28,0
1,0,0,0,70,1,0,2,0,2,2,0,0,2,2,1,1,25.04,1882.79,0
0,0,1,1,20,1,2,1,0,0,1,1,1,0,1,0,1,39.08,671.14,0
1,0,0,0,52,1,0,0,0,1,2,0,2,0,0,0,3,49.62,2485.34,1
1,1,1,0,53,1,2,1,0,2,2,1,0,1,1,1,1,21.92,1273.14,0
0,0,1,0,61,0,1,0,1,2,1,0,2,0,0,1,3,29.13,1776.56,1
0,1,1,0,19,1,2,2,2,0,0,2,0,2,2,0,1,89.12,1599.74,0
0,0,0,0,26,1,2,2,0,0,0,0,1,1,2,1,2,76.5,2062.52,0
0,1,0,0,34,1,2,1,0,0,2,1,0,2,0,1,3,57.56,1928.86,0
0,0,1,0,34,1,0,1,1,1,0,2,2,2,2,1,0,114.37,3770.85,0
1,0,1,0,59,1,2,1,0,2,2,0,0,2,0,1,2,76.17,4514.39,0
0,0,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,39.04,2410.11,0
1,0,1,1,8,1,0,2,2,1,1,0,2,2,0,1,1,92.91,649.4,1
0,0,1,0,71,1,2,0,0,2,2,1,1,0,2,1,0,111.87,7904.61,0
0,0,1,0,41,1,0,0,1,2,2,1,0,0,2,0,2,22.44,829.53,0
0,0,0,0,7,1,1,2,1,0,2,0,2,2,1,1,3,79.57,508.32,0
1,0,0,1,28,1,0,1,0,2,0,0,2,0,0,1,3,19.44,633.45,0
1,0,0,0,34,1,1,0,1,2,1,2,0,2,0,1,2,30.83,1214.44,0
1,1,1,0,10,1,1,0,1,0,2,0,0,0,0,1,0,93.04,877.14,1
0,0,1,1,46,1,2,1,2,0,0,1,2,1,0,1,0,43.6,1981.6,1
0,0,0,0,38,1,0,1,0,0,1,0,0,0,0,0,1,63.64,2404.06,0
1,0,0,0,63,1,0,1,1,2,1,0,2,1,2,1,1,62.48,3749.98,0
1,0,0,0,63,1,0,0,1,1,2,0,0,1,0,1,1,22.26,1269.78,1
0,0,1,0,12,1,0,2,0,0,1,0,2,1,0,0,0,111.15,1227.67,0
1,0,0,0,25,1,2,0,0,0,0,0,0,2,2,0,3,81.04,1833.54,0
1,0,1,0,48,1,1,0,2,2,1,0,0,1,1,1,2,80.94,3916.46,1
0,0,1,0,47,1,2,1,1,0,0,1,2,0,0,1,2,19.9,888.95,0
1,1,0,0,43,1,0,0,2,2,0,0,0,1,0,1,1,69.58,3177.86,1
1,0,1,1,67,1,0,0,0,0,0,0,2,2,0,0,2,94.49,6104.05,1
0,1,0,0,27,1,2,1,1,2,0,0,2,0,1,0,0,52.35,1404.94,1
1,0,0,0,14,1,1,2,0,1,0,0,0,2,2,0,2,58.59,783.25,0
0,0,1,0,41,1,0,0,1,1,0,2,2,0,0,0,2,26.65,1165.29,0
0,0,0,1,67,0,2,0,0,2,0,2,1,0,1,1,0,90.34,5986.23,0
1,0,0,0,30,1,0,1,0,0,1,0,2,2,0,1,0,73.33,2303.63,0
1,0,0,0,14,1,0,0,1,2,1,2,0,0,1,1,2,97.58,1315.83,1
1,0,0,1,19,1,0,1,2,0,0,0,0,1,0,1,2,83.01,1564.64,0
1,0,0,0,61,1,2,1,0,0,2,0,0,0,1,0,2,56.1,3387.46,0
0,0,1,1,63,1,0,1,1,0,1,1,0,0,1,1,2,90.19,5774.24,0
0,0,1,0,7,1,0,2,0,1,0,2,2,1,0,1,1,113.3,1015.16,1
0,0,1,1,55,1,0,1,2,2,0,0,2,2,0,1,2,28.84,1463.62,1
1,0,1,0,17,1,0,2,0,0,1,1,0,1,0,1,3,101.28,1706.36,0
1,0,0,1,10,1,2,2,1,0,0,0,2,2,0,0,0,53.62,441.52,1
0,0,1,0,44,1,2,0,2,2,1,1,2,1,2,1,0,23.79,1084.98,0
1,0,0,0,48,0,0,1,0,0,2,1,0,1,0,1,1,47.73,2326.88,0
0,0,0,0,28,1,2,1,0,0,2,0,2,1,1,0,1,103.68,2980.87,0
1,0,1,1,61,1,2,0,1,0,2,0,2,0,1,0,1,29.67,1884.42,0
0,0,0,0,22,1,0,2,1,2,1,2,2,0,1,1,1,23.76,513.43,0
0,0,0,1,63,1,2,0,1,2,1,2,2,0,0,1,3,115.96,7474.23,0
1,0,0,1,32,1,2,2,2,0,0,2,2,2,1,1,0,93.81,2987.4,0
1,0,1,0,20,1,0,1,0,2,2,0,0,0,2,1,3,100.81,2059.26,0
0,0,1,0,1,1,2,0,2,1,1,1,2,0,2,0,2,41.62,41.62,0
0,1,1,0,64,0,2,0,0,1,0,0,2,0,0,1,1,110.94,7071.9,0
1,0,1,0,23,1,2,0,1,2,1,1,1,2,1,0,0,103.74,2511.87,0
1,0,0,0,35,1,0,1,0,0,0,0,2,0,1,1,3,110.41,3714.47,0
0,0,1,0,19,0,2,2,2,1,1,0,0,0,0,0,2,43.56,878.32,0
0,0,0,0,7,1,0,2,1,0,1,0,1,1,0,1,3,43.35,288.95,0
1,0,0,1,26,1,0,2,0,0,0,2,0,2,0,0,0,89.24,2275.47,0
0,1,0,1,66,1,2,0,0,0,0,1,0,0,0,1,3,118.42,8000.2,1
1,0,1,0,64,1,0,1,1,0,0,0,2,2,2,1,3,21.78,1349.34,0
1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,54.54,54.54,1
1,0,1,1,32,1,2,1,0,2,1,0,0,0,0,0,3,109.23,3431.81,0
1,0,1,0,35,1,2,1,0,2,0,2,2,2,0,1,3,83.06,2923.71,0
0,0,0,0,26,1,2,2,0,2,1,2,0,0,2,1,2,94.12,2435.24,0
1,0,1,0,58,0,0,2,0,0,2,0,0,2,0,1,3,91.43,5566.87,0
1,0,1,0,52,1,0,1,1,2,1,0,2,2,0,0,0,55.81,2704.44,1
1,0,1,0,45,1,2,0,2,2,0,0,2,2,0,1,2,71.03,3201.54,1
0,0,0,0,27,1,2,2,2,2,0,0,0,2,1,1,1,39.85,1040.61,0
1,0,0,1,13,0,1,1,2,0,0,0,0,2,0,0,2,65.8,817.94,0
1,1,1,0,38,0,1,1,2,0,1,2,2,0,1,1,2,87.1,3277.51,0
1,1,1,1,64,1,0,0,1,2,0,1,1,0,1,1,2,69.18,4420.7,0
1,0,1,0,24,1,2,2,0,0,2,1,0,1,0,1,1,79.97,1793.99,0
1,0,1,0,37,1,2,1,2,2,2,2,1,2,0,1,3,67.27,2492.95,0
0,1,1,1,19,1,2,2,1,2,2,0,1,2,0,0,0,76.81,1611.29,0
0,1,1,0,51,1,0,1,1,2,0,2,2,0,0,1,0,34.74,1910.63,0
1,0,1,0,44,1,0,1,0,2,1,0,2,2,0,1,3,29.7,1445.49,1
0,0,0,0,11,1,0,0,1,0,0,1,2,2,0,0,2,84.42,899.37,1
1,0,1,0,35,1,2,1,1,0,1,0,1,2,2,1,2,103.57,3655.88,0
0,0,1,1,40,1,0,0,1,1,2,0,0,1,1,0,0,65.18,2694.2,1
1,0,1,0,42,1,0,1,2,2,1,2,1,2,0,1,0,100.77,4098.15,0
0,0,1,0,24,1,2,0,0,1,1,0,1,2,0,1,2,42.38,1082.98,1
1,0,0,0,10,1,0,0,2,0,0,0,0,2,2,1,2,29.04,272.16,0
0,1,1,0,38,1,2,2,1,0,2,2,2,0,0,1,2,35.22,1368.96,0
0,0,0,0,23,1,2,2,1,1,1,0,2,2,1,1,3,108.75,2586.48,0
0,0,1,0,20,1,2,2,0,2,0,2,0,0,0,1,2,40.06,828.69,0
1,0,1,0,47,1,2,0,1,1,0,0,0,0,1,1,0,74.61,3454.52,0
0,1,0,1,72,1,2,2,0,2,2,0,2,0,2,0,2,68.55,5068.54,0
0,1,1,0,22,1,2,0,0,0,2,2,0,2,0,1,3,59.99,1418.14,0
1,0,0,0,18,1,2,1,2,1,2,2,2,1,2,0,2,116.05,2117.11,0
0,0,1,0,67,1,2,1,0,1,1,0,0,0,2,0,3,86.49,5823.48,0
1,1,1,0,42,1,0,1,1,0,0,0,0,0,0,1,3,92.55,3928.39,1
0,1,0,0,55,1,2,1,1,1,2,2,0,2,0,1,0,79.05,4491.33,0
1,0,0,0,68,1,0,1,0,2,1,2,2,1,1,1,3,33.72,2264.12,0
1,0,1,0,1,1,2,0,2,2,2,0,2,1,0,1,1,59.96,202.7,0
0,0,0,0,33,1,1,1,2,0,2,2,1,2,1,1,1,58.92,2020.32,0
0,0,0,0,13,1,2,0,2,2,1,0,1,2,0,1,0,110.92,1420.59,1
0,0,0,0,45,0,2,2,2,1,2,2,2,0,2,1,0,73.87,3120.49,0
0,0,0,0,52,1,2,0,2,0,0,1,0,2,2,0,0,74.36,3896.66,0
1,0,0,0,14,0,0,2,1,0,2,2,0,1,0,0,3,59.49,628.94,0
1,0,1,1,70,1,2,0,2,1,2,0,0,2,0,1,0,81.75,5668.86,1
0,0,0,0,61,1,0,1,0,0,0,2,0,2,0,1,3,20.68,1051.66,1
1,1,0,1,36,1,0,1,2,2,0,2,0,1,2,0,1,98.61,3363.89,0
0,0,0,0,64,1,2,0,0,0,1,1,1,0,0,1,1,102.61,6683.8,1
0,0,1,1,18,1,0,0,0,2,0,0,0,1,0,0,1,27.3,574.95,1
1,0,1,0,56,1,2,0,0,2,0,0,0,1,0,0,2,76.42,4249.12,1
1,0,0,0,71,1,2,2,1,0,0,1,2,0,0,1,2,55.36,3851.47,1
0,1,1,1,5,1,0,0,0,2,1,0,2,2,2,1,0,24.17,211.41,0
0,0,0,0,26,1,0,0,0,0,1,2,2,0,0,1,3,33.91,921.67,1
0,0,1,0,18,1,2,0,0,0,0,0,1,2,0,0,2,61.77,1204.63,0
0,0,1,0,27,1,0,0,0,0,0,2,2,1,1,1,1,68.03,1860.83,0
0,1,0,0,11,1,2,0,1,1,0,0,1,2,0,1,3,26.8,332.73,1
1,0,1,0,48,1,2,0,2,2,0,2,1,2,0,0,3,25.57,1216.94,0
1,0,1,0,59,1,2,0,2,0,0,0,0,0,1,1,2,77.27,4433.0,0
0,0,1,0,69,1,2,0,0,1,0,1,2,1,0,1,0,109.11,7480.27,0
1,0,0,0,11,0,0,2,1,2,0,0,0,2,0,0,2,63.13,714.35,0
1,0,0,0,57,1,2,1,0,2,2,2,0,1,0,0,1,93.4,5253.2,1
0,0,1,0,71,1,2,2,0,0,0,1,1,2,0,0,1,60.94,4326.45,0
1,1,1,1,51,1,2,1,2,0,1,0,0,2,1,0,1,19.38,1088.9,0
1,1,0,0,44,1,0,1,1,1,0,0,2,0,0,1,0,109.6,4902.92,1
0,0,0,0,68,1,0,0,0,0,2,2,0,0,0,1,1,103.32,6997.22,0
0,0,0,1,66,1,2,1,2,2,0,0,2,1,2,0,3,27.35,2120.78,0
0,0,1,1,15,1,2,1,2,0,2,0,2,1,1,0,3,77.75,1148.7,0
0,1,1,1,39,1,2,0,1,2,2,1,0,0,0,1,2,111.31,4504.1,0
0,0,0,0,20,0,0,0,0,1,2,2,1,2,1,1,1,22.73,500.52,0
0,0,1,1,72,1,1,1,2,1,2,2,1,1,0,1,2,27.95,2035.66,1
